candidate_after_compatibility,canonical_similarity,case_id,compatibility_reason,cosine_similarity,final_prediction,generated_id,generated_label,generated_normalized,generated_representation,operation_compatible,operation_similarity,operation_threshold,operation_threshold_pass,pair_id,reference_id,reference_label,reference_normalized,reference_representation,selection_stage,semantic_candidate,semantic_similarity,topology_evidence,unresolved_ambiguity,unresolved_candidate_pairs,unresolved_component_id,unresolved_generated_nodes,unresolved_reason,unresolved_reference_nodes
False,0.18011945486068726,2-1,no_declared_conflict_unclassified_operation,0.18011945486068726,False,n28,create trouble report,create trouble report,"{""canonical_label"": ""create trouble report"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""trouble report"", ""operation_resolved"": true, ""original_normalized_label"": ""create trouble report"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.30013981461524963,,,2-1:2120553780:n28,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.18011945486068726,,False,[],,[],,[]
False,0.11001098155975342,2-1,no_declared_conflict_unclassified_operation,0.11001098155975342,False,n29,create notification of normal service execution,create notification of normal service execution,"{""canonical_label"": ""create notification of normal service execution"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""notification of normal service execution"", ""operation_resolved"": true, ""original_normalized_label"": ""create notification of normal service execution"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.30013981461524963,,,2-1:2120553780:n29,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.11001098155975342,,False,[],,[],,[]
False,0.1925353705883026,2-1,no_declared_conflict_unclassified_operation,0.15922117233276367,False,n3,enter problem report into system t,enter problem report into system t,"{""canonical_label"": ""enter problem report"", ""canonical_operation"": ""enter"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem report"", ""operation_resolved"": true, ""original_normalized_label"": ""enter problem report into system t"", ""original_root"": ""enter"", ""root_lemma"": ""enter"", ""root_pos"": ""VERB""}",True,0.3424185514450073,,,2-1:2120553780:n3,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.1925353705883026,,False,[],,[],,[]
False,0.030101245269179344,2-1,no_declared_conflict_unclassified_operation,0.04658016562461853,False,n33,send actual service performance to customer service,send actual service performance to customer service,"{""canonical_label"": ""send actual service performance"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""actual service performance"", ""operation_resolved"": true, ""original_normalized_label"": ""send actual service performance to customer service"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",True,0.16141286492347717,,,2-1:2120553780:n33,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.04658016562461853,,False,[],,[],,[]
True,1.0000001192092896,2-1,no_declared_conflict_unclassified_operation,1.0000001192092896,False,n34,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",True,1.0000001192092896,,,2-1:2120553780:n34,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,True,1.0000001192092896,,False,[],,[],,[]
False,0.15364690124988556,2-1,no_declared_conflict_unclassified_operation,0.15364690124988556,False,n35,create problem resolution report,create problem resolution report,"{""canonical_label"": ""create problem resolution report"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem resolution report"", ""operation_resolved"": true, ""original_normalized_label"": ""create problem resolution report"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.30013981461524963,,,2-1:2120553780:n35,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.15364690124988556,,False,[],,[],,[]
False,0.11753369867801666,2-1,no_declared_conflict_unclassified_operation,0.11753369867801666,False,n36,request automatic resource restoration,request automatic resource restoration,"{""canonical_label"": ""request automatic resource restoration"", ""canonical_operation"": ""request"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""automatic resource restoration"", ""operation_resolved"": true, ""original_normalized_label"": ""request automatic resource restoration"", ""original_root"": ""request"", ""root_lemma"": ""request"", ""root_pos"": ""VERB""}",True,0.19149254262447357,,,2-1:2120553780:n36,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.11753369867801666,,False,[],,[],,[]
False,0.16082970798015594,2-1,no_declared_conflict_unclassified_operation,0.16082970798015594,False,n37,track errors,track errors,"{""canonical_label"": ""track errors"", ""canonical_operation"": ""track"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""errors"", ""operation_resolved"": true, ""original_normalized_label"": ""track errors"", ""original_root"": ""track"", ""root_lemma"": ""track"", ""root_pos"": ""VERB""}",True,0.2083509862422943,,,2-1:2120553780:n37,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.16082970798015594,,False,[],,[],,[]
True,1.0000001192092896,2-1,no_declared_conflict_unclassified_operation,1.0000001192092896,True,n38,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",True,1.0000001192092896,,,2-1:2120553780:n38,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",topology_tie_break,True,1.0000001192092896,"{""ambiguity_sides"": [""reference"", ""generated""], ""anchor_count"": 2, ""anchor_evidence"": [{""direction"": ""predecessor"", ""generated_anchor"": ""n37"", ""generated_distance"": 1, ""reference_anchor"": ""2120553779"", ""reference_distance"": 1}, {""direction"": ""successor"", ""generated_anchor"": ""n39"", ""generated_distance"": 1, ""reference_anchor"": ""2120553783"", ""reference_distance"": 1}], ""candidate_nodes"": [""n34"", ""n38""], ""case_id"": ""2-1"", ""competing_reference_nodes"": [""2120553699"", ""2120553780""], ""generated_competitor_count"": 2, ""path_distance_difference"": 0, ""reference_candidate_count"": 2, ""reference_node"": ""2120553780"", ""rejected_alternatives"": [{""generated_node"": ""n34"", ""rank"": [0, 0, 1.0000001192092896]}], ""selected_candidate"": ""n38"", ""semantic_similarity"": 1.0000001192092896}",False,[],,[],,[]
False,0.14865979552268982,2-1,no_declared_conflict_unclassified_operation,0.12084250897169113,False,n39,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",True,0.2472115457057953,,,2-1:2120553780:n39,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.14865979552268982,,False,[],,[],,[]
False,0.07967919856309891,2-1,no_declared_conflict_unclassified_operation,0.07836385816335678,False,n4,compare problem report to sla,compare problem report to sla,"{""canonical_label"": ""compare problem report sla"", ""canonical_operation"": ""compare"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""problem report sla"", ""operation_resolved"": true, ""original_normalized_label"": ""compare problem report to sla"", ""original_root"": ""compare"", ""root_lemma"": ""compare"", ""root_pos"": ""VERB""}",True,0.2215404063463211,,,2-1:2120553780:n4,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.07967919856309891,,False,[],,[],,[]
False,0.3530774712562561,2-1,no_declared_conflict_unclassified_operation,0.3530774712562561,False,n5,determine counter measures and priorities,determine counter measures and priorities,"{""canonical_label"": ""determine counter measures and priorities"", ""canonical_operation"": ""determine"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""counter measures and priorities"", ""operation_resolved"": true, ""original_normalized_label"": ""determine counter measures and priorities"", ""original_root"": ""determine"", ""root_lemma"": ""determine"", ""root_pos"": ""VERB""}",True,0.31248199939727783,,,2-1:2120553780:n5,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.3530774712562561,,False,[],,[],,[]
False,0.023187479004263878,2-1,no_declared_conflict_unclassified_operation,0.023187479004263878,False,n6,determine customer significance,determine customer significance,"{""canonical_label"": ""determine customer significance"", ""canonical_operation"": ""determine"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""customer significance"", ""operation_resolved"": true, ""original_normalized_label"": ""determine customer significance"", ""original_root"": ""determine"", ""root_lemma"": ""determine"", ""root_pos"": ""VERB""}",True,0.31248199939727783,,,2-1:2120553780:n6,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.023187479004263878,,False,[],,[],,[]
False,0.20242322981357574,2-1,no_declared_conflict_unclassified_operation,0.11729560792446136,False,n7,create detailed problem report,create detailed problem report,"{""canonical_label"": ""detail problem report"", ""canonical_operation"": ""detail"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""problem report"", ""operation_resolved"": true, ""original_normalized_label"": ""create detailed problem report"", ""original_root"": ""detailed"", ""root_lemma"": ""detail"", ""root_pos"": ""VERB""}",True,0.27755483984947205,,,2-1:2120553780:n7,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.20242322981357574,,False,[],,[],,[]
False,0.2100067287683487,2-1,no_declared_conflict_unclassified_operation,0.12363090366125107,False,n8,send report to service management,send report to service management,"{""canonical_label"": ""send report"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""send report to service management"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",True,0.16141286492347717,,,2-1:2120553780:n8,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.2100067287683487,,False,[],,[],,[]
False,0.25078845024108887,2-1,no_declared_conflict_unclassified_operation,0.25078845024108887,False,n9,prepare final status report,prepare final status report,"{""canonical_label"": ""prepare final status report"", ""canonical_operation"": ""prepare"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""final status report"", ""operation_resolved"": true, ""original_normalized_label"": ""prepare final status report"", ""original_root"": ""prepare"", ""root_lemma"": ""prepare"", ""root_pos"": ""VERB""}",True,0.3759269714355469,,,2-1:2120553780:n9,2120553780,undertake corrective actions,undertake corrective actions,"{""canonical_label"": ""undertake corrective actions"", ""canonical_operation"": ""undertake"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""corrective actions"", ""operation_resolved"": true, ""original_normalized_label"": ""undertake corrective actions"", ""original_root"": ""undertake"", ""root_lemma"": ""undertake"", ""root_pos"": ""VERB""}",,False,0.25078845024108887,,False,[],,[],,[]
False,0.11462392657995224,2-1,no_declared_conflict_unclassified_operation,0.09658019244670868,False,n1,customer perceives service degradation,customer perceives service degradation,"{""canonical_label"": ""perceive service degradation"", ""canonical_operation"": ""perceive"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""service degradation"", ""operation_resolved"": true, ""original_normalized_label"": ""customer perceives service degradation"", ""original_root"": ""perceives"", ""root_lemma"": ""perceive"", ""root_pos"": ""VERB""}",True,0.17167526483535767,,,2-1:2120553783:n1,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,False,0.11462392657995224,,False,[],,[],,[]
False,0.0789513885974884,2-1,no_declared_conflict_unclassified_operation,0.08767031133174896,False,n10,determine counter measures,determine counter measures,"{""canonical_label"": ""determine counter measures"", ""canonical_operation"": ""determine"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""counter measures"", ""operation_resolved"": true, ""original_normalized_label"": ""determine counter measures"", ""original_root"": ""determine"", ""root_lemma"": ""determine"", ""root_pos"": ""VERB""}",True,0.2991067171096802,,,2-1:2120553783:n10,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,False,0.08767031133174896,,False,[],,[],,[]
False,0.5063785314559937,2-1,operation_conflict:creation(create)_vs_transmission(send),0.4996347427368164,False,n11,send report to customer service,send report to customer service,"{""canonical_label"": ""send report customer service"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""report customer service"", ""operation_resolved"": true, ""original_normalized_label"": ""send report to customer service"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",False,0.2513408064842224,,,2-1:2120553783:n11,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,True,0.5063785314559937,,False,[],,[],,[]
False,0.5923453569412231,2-1,operation_conflict:creation(create)_vs_transmission(send),0.5125322341918945,False,n12,send report to customer,send report to customer,"{""canonical_label"": ""send report"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""send report to customer"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",False,0.2513408064842224,,,2-1:2120553783:n12,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,True,0.5923453569412231,,False,[],,[],,[]
False,0.0005882177501916885,2-1,no_declared_conflict_unclassified_operation,0.18563878536224365,False,n13,report rebate to billing collections,report rebate to billing collections,"{""canonical_label"": ""rebate billing collections"", ""canonical_operation"": ""rebate"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""billing collections"", ""operation_resolved"": true, ""original_normalized_label"": ""report rebate to billing collections"", ""original_root"": ""rebate"", ""root_lemma"": ""rebate"", ""root_pos"": ""VERB""}",True,0.18729588389396667,,,2-1:2120553783:n13,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,False,0.18563878536224365,,False,[],,[],,[]
False,0.3496954143047333,2-1,no_declared_conflict_unclassified_operation,0.3847903907299042,False,n17,link to extra problem fix process,link to extra problem fix process,"{""canonical_label"": ""link extra problem fix process"", ""canonical_operation"": ""link"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""extra problem fix process"", ""operation_resolved"": true, ""original_normalized_label"": ""link to extra problem fix process"", ""original_root"": ""link"", ""root_lemma"": ""link"", ""root_pos"": ""VERB""}",True,0.2931845784187317,,,2-1:2120553783:n17,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,False,0.3847903907299042,,False,[],,[],,[]
False,0.21554364264011383,2-1,operation_conflict:creation(create)_vs_transmission(send),0.28401923179626465,False,n2,send problem parameters to customer service,send problem parameters to customer service,"{""canonical_label"": ""send problem parameters"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem parameters"", ""operation_resolved"": true, ""original_normalized_label"": ""send problem parameters to customer service"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",False,0.2513408064842224,,,2-1:2120553783:n2,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,False,0.28401923179626465,,False,[],,[],,[]
False,-0.011226639151573181,2-1,no_declared_conflict_unclassified_operation,0.005743864923715591,False,n20,re prioritize counter measures,re prioritize counter measures,"{""canonical_label"": ""prioritize counter measures"", ""canonical_operation"": ""prioritize"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_imperative_surrogate:verb_lemma"", ""object_phrase"": ""counter measures"", ""operation_resolved"": true, ""original_normalized_label"": ""re prioritize counter measures"", ""original_root"": ""prioritize"", ""root_lemma"": ""prioritize"", ""root_pos"": ""VERB""}",True,0.07392393797636032,,,2-1:2120553783:n20,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,False,0.005743864923715591,,False,[],,[],,[]
False,0.3149682283401489,2-1,no_declared_conflict_unclassified_operation,0.30843162536621094,False,n23,analyze problem,analyze problem,"{""canonical_label"": ""analyze problem"", ""canonical_operation"": ""analyze"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""problem"", ""operation_resolved"": true, ""original_normalized_label"": ""analyze problem"", ""original_root"": ""analyze"", ""root_lemma"": ""analyze"", ""root_pos"": ""VERB""}",True,0.30685731768608093,,,2-1:2120553783:n23,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,False,0.3149682283401489,,False,[],,[],,[]
True,0.7421468496322632,2-1,no_declared_operation_conflict,0.8915622234344482,False,n24,create trouble report,create trouble report,"{""canonical_label"": ""create trouble report"", ""canonical_operation"": ""create"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""trouble report"", ""operation_resolved"": true, ""original_normalized_label"": ""create trouble report"", ""original_root"": ""create"", ""root_lemma"": ""create"", ""root_pos"": ""VERB""}",True,0.24947670102119446,,,2-1:2120553783:n24,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,True,0.8915622234344482,,False,[],,[],,[]
False,0.42462092638015747,2-1,operation_conflict:creation(create)_vs_transmission(send),0.4841242730617523,False,n25,send report to resource provisioning,send report to resource provisioning,"{""canonical_label"": ""send report provisioning"", ""canonical_operation"": ""send"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_dependency_root:verb_lemma"", ""object_phrase"": ""report provisioning"", ""operation_resolved"": true, ""original_normalized_label"": ""send report to resource provisioning"", ""original_root"": ""send"", ""root_lemma"": ""send"", ""root_pos"": ""VERB""}",False,0.2513408064842224,,,2-1:2120553783:n25,2120553783,create troubleshooting report,create troubleshooting report,"{""canonical_label"": ""troubleshoot report"", ""canonical_operation"": ""troubleshoot"", ""derivation_candidates"": [], ""derivation_source"": ""spacy_actor_predicate_fallback:verb_lemma"", ""object_phrase"": ""report"", ""operation_resolved"": true, ""original_normalized_label"": ""create troubleshooting report"", ""original_root"": ""troubleshooting"", ""root_lemma"": ""troubleshoot"", ""root_pos"": ""VERB""}",,True,0.4841242730617523,,False,[],,[],,[]
